screen_id,cell,flow_direction,flow_object,outcome_object,outcome_level,identified,phenomenon,confidence,rater,batch,note
C3F2138,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,mosquito control; fecundity in the entomological sense
C3F0851,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,parental stress in neonatal intensive care
C3F1542,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,catchment management in South Africa
C3F3395,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,agricultural land use efficiency - agronomy sense
C3F3390,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,UNCERTAIN,hand,chan-term:shock-00,henequen industry dissertation; birth rates related to income proxies in passing alongside a land reform narrative
C3F3566,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,report on institutional meal services in Thailand
C3F2121,OFF_SIBLING,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,FDT,CERTAIN,hand,chan-term:shock-00,Alexandra's chapter - child labour laws and compulsory schooling on education and fertility with a border-DID; coordinate rather than wall per scope §8
C3F1713,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,chan-term:shock-00,no abstract; systematic review of fertility theories in sub-Saharan Africa
C3F4295,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,duplicate deposit of C3F4294; Treasury bond system
C3F4362,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,capital tax regime proposal; inheritance named as a taxable event only
C3F3513,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-00,C.2.e - Thai women's education on marriage and fertility with IPWRA
C3F0369,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,book review on ADHD diagnosis and medication
C3F3151,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-00,children's role in the patriarchal Russian peasant economy set against the non-economic value of children and the high pre-transition fertility level
C3F2013,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-00,multi-determinant test of transition theory in India
C3F2336,OFF_SIBLING,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-00,C.2.b and C.2.f - China's double-reduction tutoring policy against the three-child policy
C3F1605,THEORY,UPWARD,MIXED,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,chan-term:shock-00,no abstract; title couples fertility savings and old-age social security in a theory paper
C3F2675,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,nonresident fathers' perceptions of their parenting
C3F3260,VOC_STATED,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-00,value of children by gender among the Talang Mamak; parents rely on children for a better future - elicited valuation
C3F3202,OFF_TOPIC,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-00,journal back matter - but it describes Craig's estimate of the value of children in mid-19th-century agriculture challenging the frontier child-labour explanation; CHASE THAT STUDY
C3F3455,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,parental awareness of Philippine anti-child-labour law
C3F0812,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-00,no abstract; C.2.e - women's education and fertility in China
C3F2899,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-00,no abstract; C.2.e - more education fewer children
C3F3358,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-00,no abstract; women's property rights reform in India against the quantity-quality tradeoff - an inheritance-rights design like C3F3303; could route to C.3.d at full text
C3F0411,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-00,C.2.d and D.2.a - work-life balance discourse in Europe
C3F4315,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,Ecuador-China trade relations; flujos de riqueza homonym
C3F3328,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-00,policy proposal coupling birth control urbanization land reform and social security in China; a proposal not an estimate
C3F1537,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,FDT,CERTAIN,hand,chan-term:shock-00,land reform tenure form against family size attitudes in Costa Rica; individual ownership incentives said to raise desired family size - the land-security channel
C3F3539,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,statistical compendium chapter on education
C3F1090,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-00,descriptive fertility trends in Taiwan against modernization indices
C3F3671,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,oncologists' attitudes to posthumous parenting
C3F0810,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,gender equality and development literature review
C3F2560,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-00,overlapping generations game theory
C3F4450,OFF_TOPIC,NA,NA,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-01,climate variability and ideal fertility in Sahelian West Africa; landowning is a moderator not a flow
C3F3430,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-01,book review of a social history of the eighteenth-century American farmer
C3F1547,OFF_SIBLING,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-01,A.23 and D.2.b - perceived social resources and fertility intentions in Finland
C3F0385,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,paediatric anaesthesia
C3F1636,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,caregiver burden among parents of chronically ill children
C3F3547,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-01,leaving school in a bad economy and long-run health; compulsory schooling used only as the instrument
C3F0752,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,parenting characteristics and childhood anxiety
C3F4431,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,electoral choice and fertility across Brazilian municipalities
C3F0582,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,Ricardian equivalence in an OLG model; inheritability of time preference only
C3F3089,THEORY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-01,OLG with endogenous fertility and two-sided altruism characterising transfers from parents to children; same work as C3F1605
C3F3435,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,editorial on land management and food security
C3F4339,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,illicit financial flows advocacy
C3F3632,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-01,two-child fertility willingness in Hunan tested against number of dependent elderly and financial support of parents; the upward flow as a regressor and it is not significant
C3F1603,DOWNWARD_COMPONENT,DOWNWARD,PRIVATE_FAMILY,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-01,parental support for housing among young adults in Guangzhou against fertility intention; a downward transfer - also C.2.c and A.23
C3F3085,THEORY,UPWARD,MIXED,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,model of savings subsidisation longevity gifts and fertility for Malaysia with public pensions
C3F3643,OFF_SIBLING,NA,NA,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-01,D.1.a - autonomy values and the ideal age at first birth
C3F2044,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,growth and demographic projections for Turkey
C3F3702,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,management of a Qur'an memorisation programme
C3F2615,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,Russian agricultural land use and soil fertility depletion - agronomy sense
C3F3464,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; C.2.e - women's education and fertility in China
C3F3070,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,C.3.c grandparental childcare; the abstract also flags financial transfers to adult children
C3F2090,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-01,population migration and growth review; the economic value of children appears as a passing consistency claim
C3F1550,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,tropical paediatrics priorities
C3F0771,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; Alexandra's chapter - compulsory schooling reforms and fertility in Europe
C3F1468,OFF_SIBLING,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-01,A.23 and D.2.b - social networks and second-birth intentions in Korea
C3F2345,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,mathematics education and Piaget
C3F2116,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-01,C.2.e - teenage motherhood on children's education and fertility using compulsory schooling variation
C3F3485,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; C.2.e - women's education and fertility in China on both margins
C3F0056,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,development studies companion volume; child labour is one chapter heading
C3F3588,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,history of non-formal education in India
C3F0759,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,globalisation and health letter; net flows of wealth used of countries not families
C3F2874,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,exploratory spatial analysis of Brazilian municipal fertility
C3F1144,REVERSE,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,sibling number to support network composition across 25 countries; the estimand runs from family size to available support
C3F0786,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,paediatric to adult transition in inflammatory bowel disease
C3F0915,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,patterns and correlates of intergenerational transfers between elderly parents and adult children in CHARLS; direct measurement of the flow
C3F0270,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-01,World Bank volume on women's economic participation
C3F2857,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; D.2.c - son preference and single-child families in India
C3F2621,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,agroclimate information systems; land reform mentioned in passing
C3F2077,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,tests the PURE LOAN model against two-sided altruism on Indonesian panel data - whether parental investment is repaid by children is the direction of the flow itself
C3F2547,THEORY,UPWARD,PUBLIC_TRANSFER,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,endogenous fertility and growth with pay-as-you-go pensions; C.3.c's mechanism in model form
C3F3474,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,FDT,CERTAIN,hand,chan-term:shock-01,C.3.d - replication package for C3F3484
C3F0426,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; C.2.e - schooling and teenage childbearing using compulsory education laws
C3F2639,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,descriptive demographic transition among Koreans in China
C3F3685,OFF_TOPIC,NA,NA,NONE,NA,YES,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; unconditional cash transfer and inequality among siblings in Zambia; a public transfer with no fertility outcome
C3F3460,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,schooling access for migrant children in Shaanxi
C3F1729,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-01,gender kinship and colonial state formation in Sri Lanka; land and inheritance access described with no fertility outcome
C3F3378,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,management of agricultural land use - agronomy sense
C3F3409,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,A.5 - Korean population control and family planning policy
C3F1958,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,social and economic consequences of infertility in Sierra Leone; reduced inheritance rights are a consequence not an exposure
C3F2665,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-01,OLG model of skilled migration and remittances on fertility and education decisions
C3F3553,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,harmonisation of Indonesian labour law with ILO child-labour conventions
C3F2863,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-01,ethnicity and fertility in West Africa; kinship supports named as context
C3F0285,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-01,family and fertility in Puerto Rico; norms and birth control practices
C3F2179,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,inter-age transfer measurement combining public private and a third transfer channel; NTA-adjacent and useful to §5
C3F1733,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-01,no abstract; same work as C3F0771
C3F1791,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,commentary on sociobiology
C3F1342,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,A.23 - household formation and composition in China
C3F2122,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-01,C.2.e - maternal education and early childhood outcomes
C3F2643,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-01,transitory earnings opportunities and educational scarring
C3F1081,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; intergenerational transfers of financial resources within ageing families
C3F1823,OFF_SIBLING,UPWARD,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-02,D.2.c - son preference in Pakistan; sons expected to support parents in old age and become economic assets is the upward flow as motivation
C3F1300,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-02,C.2.e and Alexandra's chapter - compulsory schooling and teenage motherhood in the UK
C3F1207,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-02,C.2.e and A.2 - schooling on contraceptive knowledge and use in Mexico
C3F0453,REVERSE,NET,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,one-child policy to household saving in a life-cycle model with intergenerational transfers; the estimand runs from fertility to the flow
C3F3689,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,prenatal diagnosis of primary ciliary dyskinesia
C3F1403,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,parental stress and burnout during the pandemic
C3F3604,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,C.2.a - early childhood education and care services in Latvia
C3F0629,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,reproductive ecology of industrial societies; an evolutionary debate review
C3F3673,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,maternal parenting stress and developmental disability
C3F0816,THEORY,NA,NA,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-02,OLG R and D growth model with endogenous fertility and education
C3F4486,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,cross-country macro determinants of fertility
C3F1340,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,DESIRED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; women's inheritance rights reform and son preference in India - an inheritance-reform design like C3F3303 and C3F3358; outcome may be preference rather than births
C3F3578,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-02,C.2.e - compulsory schooling exposure and female labour market outcomes
C3F0874,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,intellectual disability policy in India
C3F3597,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,primary school reintegration in Chile
C3F0588,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-02,C.2.e - education on fertility using compulsory schooling laws
C3F1834,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; C.2.e - education and family formation in the UK
C3F2002,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,survey of health education and retirement research
C3F3215,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,A.2 - contraceptive use in Namibia; the value of children appears as a norm shaping use
C3F3350,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,agricultural innovation history in New Zealand - soil fertility sense
C3F0738,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; is below-replacement fertility desirable
C3F0360,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,Gulf monarchies and nationhood; transnational flows of wealth homonym
C3F2659,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,C.2.d - conditional cash transfer and school participation in Indonesia
C3F0471,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,SHARING THE WEALTH - the Lee volume; its part I contains Intergenerational Transfers and the Economic Life Cycle a Cross-cultural Perspective which anchor resolution failed to find as a standalone work
C3F2118,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,FDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; C.3.d - same work as C3F3484
C3F2164,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,chan-term:shock-02,no abstract; wealth accumulation by income class
C3F0613,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,no abstract; paediatric to adult urology transfer
C3F0784,OFF_TOPIC,NA,NA,NONE,NA,YES,OTHER,CERTAIN,hand,chan-term:shock-02,land tenure security and manure use in Vietnam - soil fertility sense
C3F1709,VOC_STATED,NA,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-02,mother and daughter attitudes about the value of children
C3F3429,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,agricultural land abandonment in Nepal
C3F2098,SHOCK_NET_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,OTHER,UNCERTAIN,hand,chan-term:shock-02,no abstract; land reform and health endowments at birth - outcome may be birth weight rather than births; full text needed
C3F3341,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,annuity portfolio design; a bequest motive is noted in passing
C3F1350,OFF_SIBLING,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,D.2.c - son preference review; dowry making daughters an economic liability is the flow logic
C3F2570,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,NTA age profiles combined with population projections for pension policy in Korea
C3F2581,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,demographic and religious scenarios for Austria
C3F2322,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,agricultural land use policy in Ukraine - soil fertility sense
C3F3480,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,C.2.d - government support for education attainment and fertility decisions
C3F1471,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,adolescent access to maternal health care in Cape Town
C3F0303,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,parenting stress and social support in one- and two-child Chinese families
C3F2687,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,referral patterns to a child development centre
C3F3652,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,lactation outcomes in chronic kidney disease
C3F2255,THEORY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-02,OLG model in which agents choose fertility together with transfers to BOTH parents and children along a development path - the net-flow reversal in model form
C3F3599,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-02,teenage pregnancy as a policy problem
C3F1060,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,valuation of non-timber forest products; income flow and wealth stock homonym
C3F3420,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,legal framework for rational land use in Ukraine
C3F0636,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-02,C.3.d - private and social returns to education in Turkey
C3F3503,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-02,C.3.d - instrumental-variables test finding no substantial quantity-quality tradeoff; outcome is maternal mental health
C3F2113,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-02,no abstract; Alexandra's chapter - Poland's 1956 education reform and fertility
C3F0051,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,PM,CERTAIN,hand,chan-term:shock-02,C.3.c and evolutionary demography - cooperative breeding and alloparental help
C3F1398,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-02,Spain 1980 raised the minimum WORKING AGE from 14 to 16 alongside compulsory education; a child-labour ban with fertility as an outcome and an identified design - the §7 row 3 estimand
C3F3347,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,water and land rhetoric around Lake Mutirikwi
C3F0999,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,farmer knowledge and sustainable practice
C3F2227,OFF_TOPIC,NA,NA,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-02,evolutionary ecology of the human female life history
C3F1757,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,ranching decisions under climate shocks in Baja California
C3F4079,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-02,fiscal and intergenerational educational inequality in Canada
C3F2618,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,UNCERTAIN,hand,chan-term:shock-02,no abstract; population policy
C3F2628,OFF_TOPIC,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,forensic estimation of lost inheritance in wrongful death actions
C3F1536,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,pattern of old-age support of service and economic types in urban China; direct measurement of the upward flow
C3F1244,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,wealth of single-parent households across six countries
C3F2666,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,qualitative study of former teen mothers
C3F3633,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-03,C.3.c grandparental childcare and C.2.a - childcare resources and fertility in Japan
C3F2672,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-03,argues fewer children can still secure old-age support given survival probabilities; the upward flow as the fertility motive
C3F2642,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,profile of child labour in the Philippines from survey data
C3F3422,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-03,D.2.c - prenatal sex selection law in India
C3F2613,REVERSE,NET,PRIVATE_FAMILY,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-03,no abstract; savings among Chinese families bereaved of their only child - fertility outcome runs to the flow
C3F1348,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,no abstract; antiphospholipid syndrome and childbearing
C3F2348,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,young carers supporting a parent with psychosis
C3F4125,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-03,systems-theory account of capitalist wealth accumulation
